image_path,label,calories,proteins,fat,carbohydrate
images/https://img-global.cpcdn.com/recipes/613bae93e873b173/680x482cq70/deblo-foto-resep-utama.jpg,Deblo ,260.0,2.0,15.0,53.0
images/https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG,Dendeng belut goreng,382.0,55.7,14.1,8.0
images/https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90,Dendeng Daging Sapi,433.0,55.0,9.0,0.0
images/https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,Dendeng mujahir goreng,598.0,74.3,26.9,9.2
images/https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh9d4T1r7jHqSELzd2b3KBFeJlzKWtbaUIbOrsHTyKYSr_SJvpO2EijjASugjDKlv0-WhFvsRpcskdPJx95G3cpox3XJVzjTbDJQaISa_egWAzjYl3Cd8Zb0hXWGcIGj8KavQ37Uu6qRvTtob_G9TAIxgfhI4Xz2yKfM_PuI3PixHmXXHJySQ70I4e9dQ/s600/dideh.jpg,Dideh darah ayam,77.0,13.8,1.9,0.7
images/https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg,Dideh darah sapi,104.0,21.9,1.1,0.0
images/https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,Djibokum masakan,248.0,10.0,2.3,40.9
images/https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg,Dodol,395.0,3.0,5.7,81.2
images/https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620,Dodol bali,298.0,3.7,2.1,65.9
images/https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg,Dodol banjarmasin,368.0,2.6,8.6,70.0
images/https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg,Dodol galamai,348.0,0.4,3.8,76.1
images/https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg,Dodol kedondong,331.0,1.9,7.6,63.8
images/https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg,Dodol manado,373.0,4.3,16.5,51.9
images/https://www.piknikdong.com/wp-content/uploads/2022/06/Resep-Awug-Sederhana.jpg,Dodonkol ,17.5,3.3,2.3,39.5
images/https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg,Domba daging gemuk segar,317.0,15.7,27.7,0.0
images/https://images.tokopedia.net/img/cache/700/VqbcmM/2020/11/2/63145b70-ef97-4649-af84-9b14cdc13519.jpg,Domba daging kurus  segar,202.0,17.1,14.8,0.0
images/https://media.istockphoto.com/id/1457294473/id/foto/ginjal-domba-segar-mentah-di-atas-talenan.jpg?s=612x612&w=0&k=20&c=coamiTuIqCOb7QJ-3vJkyY6CWF7hjKA75JGFQmQFCDw=,Domba ginjal segar,100.0,16.6,3.3,1.0
images/https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Duku_Lansium_domesticum_Ripe.jpg/1200px-Duku_Lansium_domesticum_Ripe.jpg,Duku,63.0,1.0,0.2,16.1
images/https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg,Durian,134.0,2.5,3.0,28.0
images/https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg,Duwet segar,80.0,0.5,0.6,18.2
images/https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg,Eceng Gondok,18.0,1.0,0.2,3.8
images/https://s0.bukalapak.com/img/037360101/large/144135_2embacang.jpg,Embacang,98.0,1.4,0.2,25.4
images/https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg,Empal (daging) Goreng masakan,248.0,36.2,6.9,10.1
images/https://ikafood.com/wp-content/uploads/2020/09/Empal-Gepuk.jpg,Empal Goreng,590.0,18.5,57.0,0.0
images/https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg,Emping (kerupuk melinjo),345.0,12.0,1.5,71.5
images/https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg,Emping beras,403.0,10.6,2.2,85.3
images/https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg,Emping komak,355.0,17.8,4.6,60.7
images/https://agretail.id/uploads/news/news_20200728174010_846.jpeg,Encung asam segar,122.0,3.5,4.5,17.5
images/https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp,Enting-enting gepuk hello kity,538.0,13.6,30.3,52.6
images/https://eventkampus.com/data/artikel/2/enting-enting-khas-salatiga-asal-usul-dan-kandungan-nutrisi-dalam-enting-enting.jpeg,Enting-enting gepuk kacang tanah,524.0,13.3,29.2,52.0
images/https://img-global.cpcdn.com/recipes/fb33825abf7ebb72/680x482cq70/enting-enting-kacang-wijen-foto-resep-utama.jpg,Enting-enting wijen,565.0,18.2,38.4,36.8
images/https://media.suara.com/pictures/653x366/2022/07/10/74690-ilustrasi-erbis.jpg,Erbis,70.0,0.6,0.0,18.9
images/https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg,Es krim,210.0,4.0,12.5,20.6
images/https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg,Es Krim (Coconut milk) ,156.7,3.0,1.7,32.7
images/https://www.masakapahariini.com/wp-content/uploads/2020/06/es-mambo.jpg,Es Mambo ,152.0,0.0,0.0,37.6
"images/https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",Es Sirup ,44.8,0.0,0.0,11.3
images/https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg,Fillet o-fish,270.0,12.3,15.9,19.3
images/https://cf.shopee.co.id/file/4bd71bb1fd0ed9886cc4dd7af0f7b436,Gadeng/Gadung kering,322.0,2.4,0.6,76.6
images/https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe,Gado-gado,137.0,6.1,3.2,21.0
images/https://img-global.cpcdn.com/recipes/51c229856c44e39a/680x482cq70/gadung-kukus-foto-resep-utama.jpg,Gadung kukus,88.0,0.8,0.3,20.9
images/https://jernih.co/wp-content/uploads/gadung-1.jpg,Gadung mentah,101.0,2.1,0.2,23.2
images/https://img-global.cpcdn.com/recipes/51c229856c44e39a/1200x630cq70/photo.jpg,Gadung ubi kukus,88.0,0.6,0.3,20.9
images/https://images.tokopedia.net/img/cache/500-square/product-1/2019/5/8/6003009/6003009_42d1e66b-cf0c-44b1-bf85-82709633f561.png,Gadung ubi segar,100.0,0.9,0.3,23.5
images/https://static.honestdocs.id/system/blog_articles/main_hero_images/000/001/679/original/15_Manfaat_Sayur_Gambas_%28Oyong%29_Bagi_Kesehatan.jpg,Gambas (Oyong),18.0,0.8,0.2,4.1
"images/https://cdn.yummy.co.id/content-images/images/20210411/n8JWL5o9Saqut50aP4W9cCHqob98nCg8-31363138313239343736d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",Gambas lodeh,13.0,0.3,0.6,1.6
images/https://awsimages.detik.net.id/community/media/visual/2019/12/27/cdbc1b24-d9d7-4212-a38f-f527093a21e6_43.jpeg?w=600&q=90,Gandaria,68.0,0.7,0.1,18.0
images/https://pbs.twimg.com/media/FaAqu9paIAEm13B?format=jpg&name=4096x4096,Ganyong kukus,100.0,0.8,0.2,23.8
images/https://3.bp.blogspot.com/-NKNz9WU0oo8/WfobcfcbliI/AAAAAAAAAQk/yJ3EvQk5_xQucwTaboHstWVS56JUmjjxACLcBGAs/s1600/IMG_6745.JPG,Ganyong mentah,95.0,1.0,0.1,22.6
images/https://assets-a1.kompasiana.com/items/album/2019/11/18/fb-img-1574037281653-5dd1e7e2d541df7e5258fdc2.jpg,Ganyong rebus,100.0,0.8,0.2,23.8
images/https://id-test-11.slatic.net/p/b5d4ead3758c0c6492d33214e29bf296.jpg,Ganyong segar,77.0,0.6,0.2,18.4
images/https://img-global.cpcdn.com/recipes/136bf6be239b77b2/1280x1280sq70/photo.webp,Gaplek,338.0,1.5,0.7,81.3
images/https://visitbali.id/images/data/2021/Sep/27/615168beaee801728.jpg,Gatep segar,191.0,4.5,1.5,39.7
images/https://upload.wikimedia.org/wikipedia/commons/f/fb/19._Gathot_2.jpg,Gatot,347.0,1.3,0.7,83.8
images/https://assets.pikiran-rakyat.com/crop/13x117:1065x1297/x/photo/2022/07/22/2059763332.jpg,Geblek,195.0,0.4,1.7,44.4
images/https://asset.kompas.com/crops/_L9e1vMf1G0xP0ebOzrif0YDzzQ=/0x0:1000x667/750x500/data/photo/2020/10/06/5f7c01379379a.jpg,Gelatine,389.0,0.0,0.0,91.0
images/https://awsimages.detik.net.id/community/media/visual/2020/05/04/47dff53b-5a39-4136-907a-51e3754353b1_169.png?w=650&q=90,Gembili,95.0,1.5,0.1,22.4
images/https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//101/MTA-48006729/tidak_ada_merk_umbi_gembili_500_gram_ubi_gembili_ketan_pulen_segar_full03_9aa38a1b.jpg,Gembili ubi segar,131.0,1.1,0.2,31.3
images/https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg,Gemblong,274.0,1.7,5.4,55.5
images/https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg,Gendar goreng,407.0,6.4,28.2,32.0
images/https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg,Genjer segar,35.0,1.7,0.2,7.7
images/https://www.tuguwisata.com/wp-content/uploads/2017/10/chefjourneys_3_10_2017_14_6_38_173.jpg,Geplak,350.0,1.4,14.4,53.6
images/https://id-live-01.slatic.net/p/e9d3d5c495903bfc0909965e77c210ad.jpg,Geplak jahe,462.0,3.1,24.4,57.7
images/https://nilaigizi.com/assets/images/produk/produk_1535785356.jpg,Gete kuah asam masakan,75.0,8.2,2.0,6.0
images/https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg,Getuk goreng,360.0,1.3,6.4,74.3
images/https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/12/21/1509136869.jpg,Getuk Lindri ,171.4,4.0,4.0,32.0
images/https://asset.kompas.com/crops/l3xnQh1pGb-JXXnQlqwMVzdfRMo=/0x0:1000x667/750x500/data/photo/2022/12/25/63a7a3ef59ddd.jpeg,Getuk pisang,144.0,1.1,0.4,34.1
images/https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg,Getuk singkong,204.0,0.5,1.4,47.4
images/https://s1.bukalapak.com/img/6117974221/large/GINJAL_BABI___PORK_KIDNEY_.jpg,Ginjal Babi,114.0,16.3,4.6,0.8
images/https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/21/c055064b-bb60-4818-b25b-4213572335df.jpg,Ginjal Domba,105.0,16.6,3.3,1.0
images/https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1,Ginjal Sapi,141.0,15.0,8.1,0.9
images/https://cdn1-production-images-kly.akamaized.net/IpYTbngk7MSDqY-O2zh-l35oxxs=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/776636/original/012158200_1417956101-gudeg.jpg,Gudeg ,53.0,1.6,1.6,8.8
images/https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg,Gudeg sayur,160.0,3.3,9.2,16.0
images/https://pertanian.uma.ac.id/wp-content/uploads/2023/02/61b16531c9fe7.jpg,Gula Aren,368.0,0.0,0.0,95.0
images/https://centralagrolestari.com/public/storage/pos/images/1626581730.jpg,Gula Kelapa,386.0,3.0,10.0,76.0
images/https://img.my-best.id/content_section/choice_component/contents/31f66e56783bda930982232d7debc6ca.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=3f720921b474d65bdf6d775ab995d54c,Gula Merah Tebu belum dimurnikan,356.0,0.4,0.5,90.6
images/https://s0.bukalapak.com/bukalapak-kontenz-production/content_attachments/88280/original/manfaat_gula_pasir_main_image.jpg,Gula putih,394.0,0.0,0.0,94.0
images/https://img-global.cpcdn.com/recipes/8f989c17e5803c3b/680x482cq70/gulai-asam-keueng-asam-pedas-tongkol-seafoodfestival-foto-resep-utama.jpg,Gulai asam keueung masakan,52.0,10.0,0.5,1.8
images/https://sweetrip.id/wp-content/uploads/2022/10/1.jpg,Gulai ikan masakan,106.0,16.5,3.3,2.5
images/https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg,Gulai ikan paya masakan,148.0,10.0,9.8,5.0
images/https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg,Gulai kambing,126.0,4.2,9.4,6.2
images/https://img-global.cpcdn.com/recipes/d43cbe5d1ad0490d/680x482cq70/gulai-keumamah-foto-resep-utama.jpg,Gulai keumamah masakan,110.0,5.9,8.2,3.2
images/https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg,Gulai pakis,143.0,4.0,11.4,6.0
images/https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png,Gulai pliek,176.0,7.3,14.9,3.2
images/https://img-global.cpcdn.com/recipes/09856a93968f8df1/1200x630cq70/photo.jpg,Gulai tiram masakan,132.0,9.0,7.2,7.8
images/https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg,Gurame asem manis masakan,192.0,12.7,10.1,12.7
images/https://i.ytimg.com/vi/xDsBbOWMWJo/maxresdefault.jpg,Gurandil,218.0,0.5,2.5,48.5
images/https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg,Ham,389.0,16.9,35.0,0.3
images/https://www.lekkerensimpel.com/wp-content/uploads/2016/10/IMG_0381-2.jpg,Hangop,65.0,10.0,1.0,3.5
images/https://media.suara.com/pictures/653x366/2019/10/10/41737-ilustrasi-hati-babi-pixabaychodarat.jpg,Hati Babi,134.0,19.7,4.8,1.7
images/https://doktersehat.com/wp-content/uploads/2022/04/hati-sapi-doktersehat.jpg,Hati Sapi,136.0,19.7,3.2,6.0
images/https://id-test-11.slatic.net/p/2055593e09b807e28ea3fd9b8756b103.jpg,Havermout,390.0,14.2,7.4,68.2
images/https://www.mongabay.co.id/wp-content/uploads/2015/05/sikapa02.jpg,Hofa/Ubi hutan segar,127.0,1.2,0.5,29.5
images/https://t-2.tstatic.net/medan/foto/bank/images2/Resep-Ikan-Asar-dan-Cara-Membuatnya-Hidangan-Khas-Maluku.jpg,Ikan asar merah masakan,146.0,17.7,5.9,5.6
images/https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg,Ikan Asin bilis goreng,380.0,33.6,27.5,0.0
images/https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg,Ikan Asin gabus goreng,456.0,46.5,24.4,0.0
images/https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg,Ikan Asin japuh goreng,348.0,18.7,29.5,0.0
images/https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/ikan-asinn.jpg,Ikan Asin kering,193.0,42.0,1.5,0.0
images/https://img-global.cpcdn.com/recipes/Recipe_2015_01_31_12_33_39_810_87c9c03bd7c9a069b268/680x482cq70/ikan-pari-goreng-foto-resep-utama.jpg,Ikan Asin pari goreng,430.0,58.2,23.6,0.0
images/https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg,Ikan Asin pepetek goreng,652.0,40.4,54.3,0.0
images/https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg,Ikan Asin sirinding goreng,319.0,6.9,31.7,0.0
images/https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg,Ikan Asin teri goreng,430.0,33.4,32.4,0.0
images/https://3.bp.blogspot.com/-QIgcZ7K-sU4/XCHN03j4UGI/AAAAAAAAGjQ/Lmq-K-j5qQgIR-aSasCnx01eQ9bND4pfwCLcBGAs/s1600/ikan%2Btawes%2B1.jpg,Ikan Bader (Tawes),198.0,19.0,13.0,0.0
images/https://upload.wikimedia.org/wikipedia/commons/9/98/Maroon_Clown_Fish444.jpg,Ikan balong segar,107.0,16.5,3.9,1.5
images/https://workamerica.co/wp-content/uploads/2020/03/kakap-merah.jpg,Ikan bambangan segar,112.0,20.0,1.3,3.7
images/https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/08/Featured_Manfaat-Ikan-Bandeng.jpg,Ikan Bandeng,129.0,20.0,4.8,0.0
images/https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg,Ikan bandeng presto masakan,296.0,17.1,20.3,11.3
images/https://altarafish.com/wp-content/uploads/2019/02/kembung-banjar-2.jpg,Ikan banjar segar,111.0,19.4,0.9,4.8
images/https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/tangerangraya/2021/10/Baronang1.jpg,Ikan baronang segar,78.0,14.5,0.6,3.7
images/https://dherdian.files.wordpress.com/2014/12/ikan-baung.jpg,Ikan baung bakar,144.0,17.8,5.8,5.2
images/https://www.pustakadunia.com/media/posts/9/green-baung.jpg,Ikan baung segar,123.0,15.1,5.5,3.3
images/https://cdn0-production-images-kly.akamaized.net/C-d15AzyqyZ6g3FXgdgNiM0vT8w=/881x0:3882x3001/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3083206/original/068408300_1584935571-shutterstock_1543262462.jpg,Ikan Bawal,96.0,19.0,1.7,0.0
images/https://www.surabayapagi.com/po-content/photo/big/a782bead716a8dbee3762c8c79ec4e54.jpg,Ikan Bekasang,138.0,14.0,0.7,7.4
images/https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG,Ikan Belida bakar,128.0,18.0,3.0,7.2
images/https://asset.kompas.com/crops/1fAzPKIXKLg0zUIFq1noM_71D44=/73x0:916x562/750x500/data/photo/2021/09/07/6137430f50e33.jpg,Ikan Belida segar,80.0,14.7,1.4,2.2
images/https://kbu-cdn.com/dk/wp-content/uploads/belut-goreng-crispy.jpg,Ikan Belut Segar goreng,417.0,25.9,19.4,32.0
images/https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/57ed09de-9e7e-4d05-9de8-d85353362446.jpg,Ikan Belut Segar mentah,82.0,6.7,1.0,10.9
images/https://agrozine.id/wp-content/uploads/2022/10/Ikan-Wader.jpg,Ikan Beunteur,66.0,14.0,0.0,0.0
images/https://panennews.com/wp-content/uploads/2020/06/Ikan-Biawan.jpg,Ikan biawan segar,90.0,14.9,2.5,2.1
images/https://cdn.shopify.com/s/files/1/0592/8633/products/Ikan_Bilis.jpg?v=1523265834,Ikan bili segar,88.0,14.2,0.7,6.2
images/https://cdn.antaranews.com/cache/800x533/2021/09/17/IMG-20210917-WA0002_2.jpg,Ikan bubara segar,100.0,14.7,2.4,4.9
images/https://upload.wikimedia.org/wikipedia/commons/1/1a/Megalops_cyprinoides2.jpg,Ikan bulan-bulan segar,134.0,25.5,1.3,5.0
images/https://jurnal6.com/wp-content/uploads/2021/11/received_532156504848726.jpeg,Ikan cakalang asap mentah,204.0,34.2,5.6,1.9
images/https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/7/76b181bf-a94c-4a34-a2b4-5e1c4ba01dc5.jpg,Ikan cakalang asin mentah,198.0,36.5,2.2,5.5
images/https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg,Ikan cakalang hati segar,120.0,11.3,3.9,10.0
images/https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg,Ikan cakalang jantung segar,116.0,11.2,1.2,10.2
images/https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg,Ikan cakalang perut segar,86.0,10.2,1.1,8.7
images/https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg,Ikan cakalang segar,107.0,19.6,0.7,5.5
images/https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2021/11/22/2261616866.jpg,Ikan calo/ peda mentah,81.0,11.4,1.9,3.8
images/https://nilaigizi.com/assets/images/produk/produk_1535461660.jpg,Ikan daun segar,101.0,11.5,4.1,4.6
images/https://id-live-01.slatic.net/p/a050c6abf2757b9dd5d9e179ac5f6f58.jpg,Ikan Ekor Kuning,109.0,17.0,4.0,0.0
images/https://id-test-11.slatic.net/p/bb5a949dcbe534ed2ecdfd98a8e9c07b.jpg,Ikan Gabus asap mentah,261.0,38.1,2.3,21.9
images/https://nilaigizi.com/assets/images/produk/produk_1535646586.jpg,Ikan Gabus kering,292.0,58.0,4.0,0.0
images/https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/17/13ad7cdb-015a-4298-a4ef-f698a1143555.jpg,Ikan Gabus segar,74.0,25.2,1.7,0.0
images/https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg,Ikan gete goreng,267.0,23.1,19.4,0.2
images/https://www.fishbase.se/images/species/Lachr_u2.jpg,Ikan hitam segar,101.0,10.3,3.7,6.7
images/https://nilaigizi.com/assets/images/produk/produk_1535646676.jpg,Ikan hiu kering,298.0,46.3,3.6,20.2
images/https://awsimages.detik.net.id/community/media/visual/2021/10/21/ilustrasi-ikan-hiu.jpeg?w=1200,Ikan hiu segar,57.0,10.7,0.3,2.2
images/https://gratisongkir-storage.com/products/900x900/GgmwAfyK453X.jpg,Ikan kacangan segar,77.0,15.6,0.9,1.6
images/https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg,Ikan kakap segar,92.0,20.0,0.7,0.0
images/https://jagalaut.id/wp-content/uploads/2022/05/IMG_3929.jpg,Ikan kakatua segar,82.0,11.4,1.2,6.4
images/https://upload.wikimedia.org/wikipedia/commons/b/b0/Belont_hasselt_100523-1755_sap.JPG,Ikan kapar segar,132.0,17.0,6.7,0.8
images/https://img-global.cpcdn.com/recipes/4e1636ada1bc35e0/1200x630cq70/photo.jpg,Ikan katombo asin,162.0,31.7,2.8,0.3
images/https://assets.ayobandung.com/crop/0x0:0x0/x/photo/2022/03/18/236634727.png,Ikan kawalinya segar,110.0,12.6,4.2,5.4
images/https://nilaigizi.com/assets/images/produk/produk_1535646769.jpg,Ikan kayu kering,302.0,70.7,1.9,0.4
images/https://asset.kompas.com/crops/G41p2wbQwOBGvIZvV4aU4qOQtBQ=/0x0:1000x667/750x500/data/photo/2023/03/18/64153daddd7cc.jpg,Ikan Kembung,103.0,22.0,1.0,0.0
images/https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/01/19/kima-yic-artikel-by-tionjpg-20220119124005.jpg,Ikan kima segar,70.0,10.8,0.7,5.2
images/https://dotdolan.com/wp-content/uploads/2022/04/Olahan-Lais_IG-@rukurukuresto-e1649583973110.jpeg,Ikan Lais bakar,147.0,17.5,6.5,5.4
images/https://lintasbalikpapan.com/asset/foto_berita/Ikan_Layang_2.jpg,Ikan Layang,109.0,22.0,1.7,0.0
images/https://ikanwiki.com/gambar/gambar_besar/ikanlay.webp,Ikan layur segar,82.0,18.0,1.0,0.4
images/https://2.bp.blogspot.com/-hcHeOSZ-k-M/VkNmXVXuJFI/AAAAAAAABPU/lU_LNkEOoHo/s1600/MAlalugis.jpg,Ikan lehoma segar,90.0,20.4,0.9,0.0
images/https://kbu-cdn.com/dk/wp-content/uploads/lele-goreng-bumbu-lengkuas.jpg,Ikan Lele goreng,252.0,19.9,19.1,0.0
images/https://images.tokopedia.net/img/cache/700/product-1/2020/6/12/101531639/101531639_f8f0374d-3534-4642-84c3-530d9b1fb3f0_690_690.jpg,Ikan Lemuru,112.0,20.0,3.0,0.0
images/https://homemadeindonesia.com/apihmi/images/datatoko/K3DE232FF89_brg66792.jpg,Ikan lidah segar,104.0,15.6,3.2,2.0
images/https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/31/7abefabd-7a9c-4faa-91f8-6a17ff7d0616.jpg,Ikan lomak asin mentah,258.0,40.3,2.3,18.9
images/https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Decapterus_koheru_%28koheru%29.jpg/1200px-Decapterus_koheru_%28koheru%29.jpg,Ikan malalugis segar,99.0,20.6,1.4,0.9
images/https://static.republika.co.id/uploads/images/inpicture_slide/ikan-mas_220111065132-645.jpg,Ikan Mas,86.0,16.0,2.0,0.0
images/https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg,Ikan Mas goreng,188.0,19.3,12.2,0.0
images/https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg,Ikan Mas pepes,209.0,15.2,11.3,11.8
images/https://homemadeindonesia.com/apihmi/images/datatoko/K0B6216F87F_brg17106.jpg,Ikan mayong segar,97.0,17.9,2.0,0.4
images/https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,Ikan Mujair dendeng goreng,598.0,74.3,26.9,9.2
images/https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/21/38d1433b-a298-46d1-8f07-797840199762.jpg.webp,Ikan Mujair dendeng mentah,582.0,68.3,15.2,37.2
images/https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg,Ikan Mujair goreng,416.0,46.9,23.9,0.0
